Rating,# words,# pics,Days since review,Useful
1,209,0,1135,Not Useful
4,11,0,1595,Not Useful
5,32,0,251,Not Useful
5,15,0,134,Not Useful
4,68,0,325,Slightly Useful
4,37,0,263,Not Useful
5,50,0,340,Not Useful
5,31,0,478,Not Useful
5,17,0,507,Not Useful
5,111,0,850,Slightly Useful
5,26,0,606,Not Useful
5,98,0,1025,Slightly Useful
3,110,3,2231,Slightly Useful
4,22,0,551,Not Useful
4,70,0,810,Not Useful
3,100,0,860,Moderately Useful
5,29,0,835,Slightly Useful
4,28,0,761,Not Useful
4,23,0,874,Not Useful
4,76,0,986,Not Useful
2,65,0,1464,Not Useful
5,86,0,1074,Not Useful
3,237,0,1043,Not Useful
4,125,0,2324,Slightly Useful
5,60,0,1638,Not Useful
5,116,2,137,Not Useful
5,257,0,158,Slightly Useful
5,261,17,159,Moderately Useful
3,90,3,232,Slightly Useful
3,138,0,191,Slightly Useful
5,68,0,138,Not Useful
5,45,0,153,Not Useful
5,60,0,206,Not Useful
3,147,0,205,Not Useful
5,122,0,254,Slightly Useful
5,59,0,147,Not Useful
5,45,0,278,Slightly Useful
2,168,0,246,Not Useful
5,46,0,201,Not Useful
5,138,0,314,Slightly Useful
4,36,0,202,Not Useful
1,327,0,191,Not Useful
4,47,1,320,Not Useful
5,78,0,259,Not Useful
5,17,1,271,Not Useful
5,41,0,262,Not Useful
5,19,0,261,Not Useful
2,42,0,252,Not Useful
4,102,0,270,Not Useful
3,49,0,294,Not Useful
1,175,0,287,Not Useful
1,197,0,287,Not Useful
5,53,0,317,Not Useful
5,94,3,202,Not Useful
4,121,1,314,Highly Useful
4,158,1,314,Highly Useful
5,91,0,154,Slightly Useful
4,38,0,154,Not Useful
5,133,3,422,Not Useful
3,123,0,514,Slightly Useful
2,272,2,317,Not Useful
3,228,0,552,Slightly Useful
5,138,1,509,Not Useful
3,135,0,308,Not Useful
4,126,0,360,Slightly Useful
3,139,0,724,Not Useful
5,34,1,441,Not Useful
4,49,0,314,Not Useful
4,46,0,229,Not Useful
4,175,0,433,Not Useful
5,18,0,259,Not Useful
4,172,0,694,Not Useful
5,52,0,438,Not Useful
5,42,0,718,Not Useful
5,70,0,958,Not Useful
5,50,0,447,Not Useful
4,261,0,1057,Slightly Useful
5,131,0,769,Not Useful
4,33,0,518,Not Useful
4,105,0,815,Slightly Useful
2,52,0,592,Not Useful
4,201,0,1121,Not Useful
5,22,0,392,Not Useful
5,68,0,830,Not Useful
4,46,0,848,Not Useful
1,63,0,590,Not Useful
1,44,0,697,Not Useful
4,81,0,825,Not Useful
4,37,0,622,Not Useful
4,113,0,459,Not Useful
3,96,0,1126,Slightly Useful
4,286,0,1562,Slightly Useful
3,79,3,1519,Slightly Useful
2,39,0,799,Not Useful
3,97,0,804,Not Useful
3,51,0,1114,Not Useful
4,42,0,749,Not Useful
4,36,0,750,Not Useful
2,23,0,663,Not Useful
1,30,0,850,Not Useful
3,126,0,1248,Not Useful
4,52,0,794,Not Useful
3,206,0,1041,Slightly Useful
4,98,0,915,Not Useful
5,48,0,865,Not Useful
4,144,0,1996,Not Useful
3,60,0,1124,Not Useful
2,87,0,1122,Slightly Useful
3,167,0,977,Not Useful
4,57,0,911,Not Useful
4,219,2,2208,Slightly Useful
5,118,0,1196,Slightly Useful
1,145,0,1098,Slightly Useful
5,123,2,2275,Slightly Useful
3,62,0,1007,Not Useful
4,17,0,1489,Not Useful
4,15,0,727,Not Useful
4,81,1,1452,Not Useful
2,165,0,1176,Not Useful
4,150,0,1651,Slightly Useful
5,34,0,981,Not Useful
3,63,3,1444,Not Useful
3,108,0,1008,Not Useful
1,203,0,1770,Slightly Useful
4,59,0,1110,Not Useful
4,73,0,1582,Not Useful
5,37,0,1081,Not Useful
4,47,0,1121,Not Useful
2,95,0,843,Not Useful
5,51,0,1104,Not Useful
4,52,0,1272,Not Useful
3,86,0,1362,Not Useful
2,117,0,1536,Not Useful
4,56,0,1250,Not Useful
4,78,0,1979,Not Useful
5,18,0,1280,Not Useful
5,42,0,1288,Not Useful
3,183,0,1685,Not Useful
2,188,0,1180,Not Useful
2,49,0,976,Not Useful
1,462,0,1371,Not Useful
2,98,0,1701,Not Useful
3,47,0,1545,Not Useful
4,34,0,3098,Not Useful
2,56,0,1560,Not Useful
2,36,0,1624,Not Useful
3,156,0,2402,Not Useful
5,159,0,1548,Not Useful
3,115,0,1790,Not Useful
5,50,0,1337,Not Useful
3,436,1,3481,Not Useful
4,60,0,1873,Not Useful
4,86,0,1946,Not Useful
3,67,0,2588,Not Useful
3,215,0,1960,Not Useful
3,266,0,2678,Not Useful
4,21,0,1698,Not Useful
4,106,0,2170,Not Useful
3,32,0,1320,Not Useful
2,20,0,2157,Not Useful
3,17,0,1564,Not Useful
4,97,0,2753,Slightly Useful
4,64,0,3266,Not Useful
4,37,0,3096,Not Useful
5,150,4,223,Not Useful
1,263,0,156,Not Useful
5,278,0,237,Not Useful
4,154,2,139,Not Useful
3,112,3,244,Not Useful
4,154,2,282,Not Useful
5,132,2,345,Not Useful
5,59,1,160,Not Useful
4,112,1,428,Slightly Useful
5,15,1,192,Not Useful
5,20,0,160,Not Useful
5,391,5,608,Highly Useful
5,139,0,246,Not Useful
4,92,0,189,Not Useful
5,23,0,193,Not Useful
5,18,3,500,Not Useful
1,40,0,207,Not Useful
4,52,0,153,Not Useful
4,42,1,428,Slightly Useful
5,299,5,643,Moderately Useful
4,48,1,326,Not Useful
5,212,0,498,Slightly Useful
5,199,0,519,Slightly Useful
4,101,3,681,Not Useful
5,69,2,567,Not Useful
5,285,2,765,Moderately Useful
5,24,0,334,Not Useful
1,56,0,280,Not Useful
4,33,1,475,Not Useful
5,86,0,307,Not Useful
4,47,0,221,Not Useful
4,14,0,383,Not Useful
4,15,2,707,Not Useful
5,22,0,336,Not Useful
5,91,0,273,Not Useful
4,83,2,1126,Not Useful
4,107,0,634,Not Useful
5,28,0,425,Not Useful
5,55,0,409,Not Useful
5,41,1,593,Not Useful
5,58,0,355,Not Useful
5,50,0,790,Not Useful
5,56,0,598,Not Useful
5,24,0,532,Not Useful
5,21,3,980,Not Useful
5,49,0,360,Not Useful
5,55,0,503,Not Useful
5,84,0,380,Not Useful
5,31,0,606,Not Useful
5,41,0,627,Not Useful
3,51,1,755,Not Useful
4,140,0,631,Not Useful
5,31,2,795,Not Useful
5,28,0,588,Not Useful
5,62,2,983,Not Useful
4,93,0,961,Not Useful
5,28,0,658,Not Useful
4,163,0,1082,Not Useful
4,46,3,1077,Not Useful
4,75,0,552,Not Useful
5,34,0,716,Not Useful
5,36,1,1226,Moderately Useful
4,46,0,1128,Not Useful
5,265,0,973,Not Useful
5,14,0,768,Not Useful
5,27,0,566,Not Useful
5,49,6,1152,Not Useful
1,30,0,888,Not Useful
5,72,0,1248,Not Useful
5,151,0,1840,Slightly Useful
5,48,0,1366,Slightly Useful
5,22,0,829,Not Useful
3,43,0,1487,Not Useful
4,190,0,1492,Slightly Useful
5,108,0,1576,Slightly Useful
4,55,0,1090,Not Useful
4,23,0,1085,Not Useful
5,64,0,713,Not Useful
4,38,0,716,Not Useful
4,62,0,1091,Not Useful
5,124,1,1783,Moderately Useful
5,35,0,1480,Not Useful
5,70,0,1356,Not Useful
4,28,0,1163,Not Useful
4,166,0,2019,Slightly Useful
4,48,0,1838,Not Useful
4,140,0,1378,Not Useful
5,32,2,1192,Not Useful
3,40,0,1241,Not Useful
4,65,0,1397,Not Useful
5,49,0,1517,Not Useful
5,67,0,1470,Not Useful
4,158,0,1767,Not Useful
3,38,0,1712,Not Useful
4,4,0,1628,Not Useful
4,39,0,1614,Not Useful
5,45,0,163,Not Useful
4,102,0,283,Not Useful
4,133,1,285,Not Useful
4,103,0,143,Not Useful
5,147,8,252,Not Useful
5,127,0,368,Not Useful
4,28,0,182,Not Useful
5,258,1,283,Not Useful
5,50,0,216,Not Useful
5,75,5,817,Slightly Useful
5,37,0,226,Not Useful
1,278,0,322,Not Useful
3,150,0,483,Slightly Useful
4,223,0,648,Not Useful
4,202,0,182,Not Useful
2,179,0,624,Not Useful
5,91,0,495,Not Useful
4,122,0,771,Slightly Useful
5,90,0,774,Slightly Useful
4,94,0,312,Not Useful
5,115,1,783,Slightly Useful
4,112,0,461,Not Useful
4,47,0,365,Not Useful
4,31,0,454,Not Useful
4,20,0,382,Not Useful
5,30,0,460,Not Useful
5,358,0,505,Slightly Useful
3,68,0,376,Not Useful
5,60,1,1032,Slightly Useful
5,57,0,453,Not Useful
5,306,0,827,Moderately Useful
5,71,0,512,Not Useful
4,16,0,501,Not Useful
4,180,0,816,Slightly Useful
5,38,0,557,Not Useful
5,93,0,644,Not Useful
5,66,0,586,Not Useful
3,113,0,585,Not Useful
4,154,0,906,Moderately Useful
1,603,1,934,Moderately Useful
4,130,3,1718,Slightly Useful
4,63,0,1208,Not Useful
4,48,0,613,Not Useful
4,269,0,1062,Moderately Useful
4,61,1,950,Not Useful
4,20,0,685,Not Useful
5,153,0,715,Not Useful
4,129,0,1144,Slightly Useful
4,18,0,761,Not Useful
5,90,0,926,Slightly Useful
5,90,0,764,Not Useful
5,103,0,615,Not Useful
3,71,0,953,Slightly Useful
5,16,0,964,Slightly Useful
5,19,0,964,Slightly Useful
4,180,3,2667,Slightly Useful
2,299,0,1023,Slightly Useful
5,35,0,868,Not Useful
4,35,0,642,Not Useful
4,41,0,903,Slightly Useful
4,15,0,1024,Slightly Useful
5,57,0,1094,Slightly Useful
4,357,1,2145,Slightly Useful
5,83,0,1534,Moderately Useful
5,57,0,671,Not Useful
3,58,0,1083,Not Useful
3,33,0,1337,Not Useful
3,142,0,1843,Not Useful
5,171,0,1538,Slightly Useful
2,311,0,1566,Slightly Useful
5,29,0,1150,Not Useful
4,86,0,1423,Not Useful
5,110,0,1164,Slightly Useful
3,130,0,1290,Not Useful
4,38,0,797,Not Useful
5,47,0,887,Not Useful
5,14,0,1319,Not Useful
2,123,0,1880,Not Useful
4,373,0,2057,Slightly Useful
4,23,0,1360,Not Useful
5,131,0,1395,Not Useful
3,168,0,1785,Not Useful
3,370,0,2372,Moderately Useful
3,205,0,1082,Not Useful
2,146,0,1223,Not Useful
4,75,0,2426,Not Useful
4,108,0,2329,Not Useful
1,20,0,1721,Not Useful
4,41,0,1634,Not Useful
4,33,0,1119,Not Useful
4,133,0,2480,Not Useful
5,78,0,1822,Slightly Useful
4,248,0,2770,Moderately Useful
5,334,0,1738,Not Useful
3,60,0,1666,Not Useful
4,56,0,1208,Not Useful
4,108,0,2604,Not Useful
5,67,0,2444,Not Useful
5,14,0,1752,Not Useful
5,18,0,1517,Not Useful
5,157,0,2314,Not Useful
5,58,0,2036,Not Useful
4,627,0,3245,Slightly Useful
3,91,0,2644,Slightly Useful
4,115,0,2730,Slightly Useful
4,12,0,2381,Not Useful
2,59,0,2599,Not Useful
3,511,0,2455,Not Useful
3,167,0,3241,Not Useful
4,38,0,2528,Not Useful
5,67,0,152,Not Useful
4,255,5,170,Not Useful
4,84,0,205,Not Useful
3,108,2,248,Not Useful
1,37,0,139,Not Useful
4,543,1,532,Slightly Useful
2,30,0,167,Not Useful
4,43,0,155,Not Useful
3,81,0,324,Not Useful
4,91,4,522,Slightly Useful
4,39,0,282,Not Useful
1,111,0,385,Not Useful
5,45,0,366,Not Useful
4,84,0,242,Not Useful
3,45,0,409,Not Useful
1,303,2,450,Not Useful
3,80,1,636,Not Useful
4,60,1,683,Not Useful
4,50,0,476,Not Useful
4,48,0,268,Not Useful
5,49,0,419,Not Useful
5,35,0,297,Not Useful
5,131,1,814,Moderately Useful
3,44,0,309,Not Useful
2,73,0,226,Not Useful
5,66,1,732,Not Useful
4,35,1,859,Not Useful
1,259,0,667,Slightly Useful
3,163,0,378,Not Useful
3,30,0,384,Not Useful
4,72,0,414,Not Useful
2,132,0,706,Not Useful
1,88,0,270,Not Useful
5,107,0,715,Not Useful
2,103,1,774,Not Useful
2,194,0,689,Not Useful
4,195,1,1012,Slightly Useful
3,44,0,681,Not Useful
4,40,0,475,Not Useful
5,196,0,733,Not Useful
5,51,1,1496,Slightly Useful
5,73,3,1083,Not Useful
1,53,0,313,Not Useful
4,163,1,785,Not Useful
5,326,1,916,Slightly Useful
5,12,2,802,Not Useful
5,28,1,914,Slightly Useful
5,16,0,663,Not Useful
5,40,1,904,Slightly Useful
5,123,0,945,Not Useful
4,19,0,714,Not Useful
5,53,1,860,Not Useful
4,213,1,1381,Not Useful
2,118,0,705,Not Useful
5,235,0,1459,Slightly Useful
5,19,2,941,Not Useful
5,40,0,880,Not Useful
5,73,0,795,Not Useful
4,18,1,1031,Not Useful
5,58,1,876,Not Useful
4,51,1,1046,Not Useful
1,26,0,764,Not Useful
5,51,0,1237,Slightly Useful
1,53,0,843,Not Useful
5,48,0,1198,Not Useful
4,12,0,770,Not Useful
5,84,0,1217,Not Useful
5,37,1,1201,Not Useful
4,63,0,915,Not Useful
5,62,0,1434,Slightly Useful
4,169,0,1417,Slightly Useful
4,67,0,657,Not Useful
4,18,0,944,Not Useful
5,142,0,1226,Not Useful
5,74,0,871,Not Useful
5,44,0,1164,Not Useful
1,177,0,840,Not Useful
5,58,0,922,Not Useful
4,86,0,1267,Slightly Useful
5,23,0,887,Not Useful
4,122,0,1596,Not Useful
1,95,0,1179,Not Useful
1,55,0,1357,Not Useful
5,22,1,1235,Not Useful
4,33,0,1399,Not Useful
5,25,0,1186,Not Useful
1,68,0,925,Not Useful
5,17,0,1335,Not Useful
3,20,0,995,Not Useful
5,99,0,1453,Not Useful
4,44,0,1196,Not Useful
4,39,0,1579,Not Useful
4,56,0,1580,Not Useful
4,20,0,1216,Not Useful
3,28,0,1374,Not Useful
5,36,0,1374,Not Useful
4,54,0,1533,Not Useful
5,117,0,345,Not Useful
4,47,0,277,Not Useful
5,25,0,433,Not Useful
4,64,0,1225,Not Useful
4,55,0,643,Not Useful
5,43,0,757,Slightly Useful
3,60,0,1049,Not Useful
3,95,0,1888,Slightly Useful
5,258,1,220,Slightly Useful
4,159,0,175,Moderately Useful
4,122,1,188,Not Useful
4,37,0,253,Not Useful
4,126,0,263,Not Useful
4,170,0,252,Not Useful
4,423,0,319,Highly Useful
4,62,2,513,Slightly Useful
5,50,1,348,Moderately Useful
3,350,0,344,Moderately Useful
5,64,0,163,Not Useful
2,115,0,407,Not Useful
5,137,2,460,Slightly Useful
5,20,0,190,Not Useful
5,70,5,370,Not Useful
1,34,0,195,Not Useful
2,65,0,191,Not Useful
4,63,0,186,Not Useful
5,134,0,515,Slightly Useful
5,72,0,182,Not Useful
5,22,0,156,Not Useful
4,66,0,384,Slightly Useful
5,126,0,598,Slightly Useful
5,87,1,339,Not Useful
4,65,0,361,Not Useful
5,95,0,394,Not Useful
3,189,0,342,Not Useful
3,93,0,405,Not Useful
1,150,0,343,Not Useful
5,99,0,396,Not Useful
5,46,1,316,Not Useful
5,26,1,436,Not Useful
5,55,0,284,Not Useful
3,73,0,660,Not Useful
5,38,2,502,Not Useful
5,30,7,635,Not Useful
3,175,1,660,Not Useful
5,31,0,257,Not Useful
4,50,0,341,Not Useful
5,135,0,684,Not Useful
5,39,0,283,Not Useful
5,105,4,689,Not Useful
4,157,0,804,Slightly Useful
4,37,0,590,Not Useful
5,152,0,652,Moderately Useful
4,273,1,832,Slightly Useful
2,83,0,419,Not Useful
5,34,0,454,Not Useful
5,49,0,551,Not Useful
1,74,0,451,Not Useful
4,97,0,551,Not Useful
5,30,0,345,Not Useful
3,30,0,261,Not Useful
5,22,0,606,Not Useful
5,43,0,397,Not Useful
5,119,0,809,Not Useful
5,81,0,542,Not Useful
5,44,0,249,Not Useful
4,100,0,904,Slightly Useful
5,129,0,414,Not Useful
4,166,2,889,Not Useful
5,52,0,516,Not Useful
2,41,0,433,Not Useful
5,368,0,767,Slightly Useful
2,49,0,501,Not Useful
4,197,0,958,Not Useful
4,72,0,791,Not Useful
4,53,0,478,Not Useful
5,45,0,488,Not Useful
4,244,1,1088,Not Useful
5,59,0,536,Not Useful
1,64,0,502,Not Useful
5,54,3,717,Not Useful
5,11,0,517,Not Useful
4,123,0,738,Not Useful
4,28,1,762,Not Useful
4,18,0,357,Not Useful
4,227,2,1107,Not Useful
4,107,0,849,Not Useful
1,145,2,862,Not Useful
5,53,0,828,Not Useful
5,26,1,818,Not Useful
4,39,0,717,Not Useful
3,34,0,446,Not Useful
3,23,0,635,Not Useful
5,25,0,616,Not Useful
4,53,0,765,Slightly Useful
5,13,0,659,Not Useful
5,116,0,946,Not Useful
5,62,0,992,Not Useful
4,222,0,1086,Slightly Useful
5,85,0,895,Not Useful
1,17,0,462,Not Useful
3,126,0,1079,Slightly Useful
4,72,0,835,Not Useful
5,77,0,938,Not Useful
4,25,0,794,Not Useful
5,109,0,803,Not Useful
4,209,0,1082,Not Useful
5,62,0,707,Not Useful
5,36,0,692,Not Useful
2,83,0,811,Not Useful
3,52,0,982,Not Useful
3,35,0,762,Not Useful
4,50,0,763,Not Useful
4,99,1,924,Not Useful
5,50,1,1042,Not Useful
5,90,0,1145,Not Useful
4,58,0,797,Not Useful
4,64,0,883,Not Useful
1,68,0,957,Not Useful
4,34,0,856,Not Useful
5,42,0,985,Not Useful
5,20,0,1000,Not Useful
4,48,0,666,Not Useful
5,19,0,884,Not Useful
4,48,0,843,Not Useful
2,26,0,1081,Not Useful
5,28,0,700,Not Useful
4,30,0,1126,Not Useful
4,29,0,1039,Not Useful
5,119,0,973,Not Useful
4,44,0,1053,Not Useful
4,16,0,1074,Not Useful
1,34,0,909,Not Useful
5,38,0,823,Not Useful
5,74,0,1153,Slightly Useful
5,44,0,1128,Not Useful
1,72,0,904,Not Useful
3,32,0,1042,Not Useful
5,577,0,312,Not Useful
5,106,0,211,Not Useful
5,124,1,964,Not Useful
4,56,0,960,Slightly Useful
1,27,0,685,Not Useful
4,198,1,996,Not Useful
4,72,0,1635,Slightly Useful
1,50,0,1137,Not Useful
2,62,0,1289,Not Useful
4,69,0,1205,Not Useful
5,282,0,1402,Not Useful
5,72,1,3311,Slightly Useful
3,106,0,3320,Slightly Useful
5,63,0,185,Not Useful
4,250,7,188,Extremely Useful
1,331,8,238,Not Useful
4,285,9,266,Moderately Useful
4,21,0,139,Not Useful
4,46,1,350,Not Useful
4,68,1,466,Slightly Useful
5,64,3,202,Not Useful
4,148,7,525,Not Useful
2,255,1,557,Moderately Useful
3,69,2,308,Not Useful
1,71,0,377,Slightly Useful
4,45,0,350,Not Useful
3,41,0,449,Not Useful
3,145,4,490,Not Useful
2,19,0,215,Not Useful
2,143,0,557,Slightly Useful
3,29,0,489,Not Useful
2,182,4,498,Not Useful
2,143,0,409,Slightly Useful
3,118,2,344,Not Useful
4,30,0,232,Not Useful
4,69,0,271,Not Useful
2,37,4,366,Not Useful
1,23,0,187,Not Useful
4,54,0,205,Not Useful
1,418,0,499,Not Useful
1,48,0,349,Not Useful
1,59,0,485,Not Useful
4,14,0,320,Not Useful
4,247,6,963,Not Useful
3,51,0,489,Not Useful
2,217,0,534,Not Useful
4,71,3,565,Not Useful
3,61,2,499,Not Useful
1,31,2,521,Not Useful
3,46,0,637,Not Useful
3,180,0,551,Not Useful
4,103,0,644,Slightly Useful
3,16,0,395,Not Useful
2,36,0,439,Not Useful
4,72,0,616,Not Useful
1,80,1,852,Slightly Useful
5,195,0,613,Not Useful
4,199,0,619,Not Useful
3,72,4,565,Not Useful
1,145,0,714,Slightly Useful
2,83,4,888,Slightly Useful
1,163,1,939,Slightly Useful
3,95,1,835,Not Useful
1,72,0,289,Not Useful
4,79,3,575,Not Useful
1,104,1,1007,Slightly Useful
3,45,0,510,Not Useful
4,79,1,844,Not Useful
4,150,0,745,Not Useful
5,102,0,462,Not Useful
2,81,0,987,Not Useful
4,160,0,698,Not Useful
3,78,0,477,Not Useful
5,27,1,694,Not Useful
5,99,0,476,Not Useful
2,37,0,485,Not Useful
3,220,0,673,Not Useful
4,94,0,556,Not Useful
1,43,0,525,Not Useful
1,18,0,349,Not Useful
5,108,0,574,Not Useful
4,157,0,728,Not Useful
3,110,0,794,Not Useful
3,36,1,851,Not Useful
2,84,0,612,Not Useful
4,56,0,629,Not Useful
1,46,0,572,Not Useful
2,78,0,885,Not Useful
5,68,0,764,Not Useful
4,23,0,422,Not Useful
4,32,0,636,Not Useful
2,242,0,705,Not Useful
4,195,0,1318,Slightly Useful
4,25,1,844,Not Useful
3,103,0,1333,Slightly Useful
4,23,6,1277,Not Useful
4,29,0,625,Not Useful
2,57,1,1466,Slightly Useful
5,179,3,693,Not Useful
3,56,0,1059,Slightly Useful
2,88,3,1486,Slightly Useful
1,42,0,576,Not Useful
1,85,0,703,Not Useful
1,175,0,598,Not Useful
2,271,0,1516,Slightly Useful
2,106,0,691,Not Useful
2,20,0,545,Not Useful
2,128,0,1174,Slightly Useful
3,387,0,1741,Slightly Useful
1,123,1,1306,Slightly Useful
1,120,0,573,Not Useful
4,139,0,1320,Slightly Useful
3,217,0,1789,Slightly Useful
1,72,0,888,Not Useful
1,372,0,1797,Not Useful
4,169,3,1186,Not Useful
4,70,2,1853,Not Useful
3,104,0,2298,Slightly Useful
5,100,0,714,Not Useful
4,99,0,729,Not Useful
4,43,0,1058,Not Useful
5,21,0,720,Not Useful
1,51,0,1167,Not Useful
5,167,0,1635,Not Useful
5,53,0,1059,Not Useful
1,203,0,599,Not Useful
3,160,1,1584,Not Useful
2,26,0,1351,Slightly Useful
3,32,0,960,Slightly Useful
3,433,0,799,Not Useful
2,113,0,1285,Not Useful
1,45,0,1306,Not Useful
1,83,0,1189,Not Useful
2,45,0,1126,Not Useful
2,168,0,2136,Slightly Useful
1,42,0,1306,Not Useful
4,17,0,1500,Slightly Useful
3,462,0,1511,Slightly Useful
1,166,0,827,Not Useful
2,101,0,3167,Moderately Useful
2,118,0,1601,Not Useful
3,49,0,1524,Not Useful
1,66,0,2432,Not Useful
2,158,0,1404,Not Useful
4,72,0,1615,Not Useful
3,88,0,2589,Slightly Useful
2,386,0,1823,Slightly Useful
4,107,0,1615,Not Useful
3,65,0,1930,Slightly Useful
1,33,0,2170,Slightly Useful
1,208,0,1297,Not Useful
2,117,0,2021,Not Useful
3,82,1,4066,Not Useful
4,74,0,1908,Not Useful
4,82,0,1840,Not Useful
4,133,0,1992,Not Useful
3,189,0,1660,Not Useful
2,16,0,2479,Not Useful
5,95,0,2416,Not Useful
5,22,2,145,Not Useful
1,344,10,458,Slightly Useful
4,157,6,560,Slightly Useful
1,169,0,154,Not Useful
5,28,1,574,Not Useful
1,234,0,250,Not Useful
2,102,2,442,Not Useful
5,81,1,620,Not Useful
3,43,0,380,Not Useful
3,144,4,819,Slightly Useful
3,140,1,816,Slightly Useful
5,61,0,361,Not Useful
5,43,0,376,Not Useful
2,90,0,338,Not Useful
5,23,2,639,Not Useful
1,180,0,249,Not Useful
3,68,0,520,Not Useful
3,87,0,716,Not Useful
4,16,0,415,Not Useful
5,38,0,481,Not Useful
5,15,0,510,Not Useful
5,73,1,630,Not Useful
1,36,0,455,Not Useful
3,74,0,585,Not Useful
5,96,1,839,Not Useful
5,92,1,717,Not Useful
5,42,0,777,Not Useful
5,168,2,860,Slightly Useful
4,209,0,800,Not Useful
4,56,0,887,Slightly Useful
3,108,0,660,Not Useful
4,63,0,888,Not Useful
5,127,0,543,Not Useful
5,20,0,628,Not Useful
5,15,0,754,Not Useful
5,41,1,892,Not Useful
4,19,3,892,Not Useful
3,26,0,720,Not Useful
5,93,0,543,Not Useful
5,60,0,726,Not Useful
4,58,0,700,Not Useful
5,140,0,825,Not Useful
2,194,0,383,Not Useful
5,80,0,570,Not Useful
3,51,0,834,Not Useful
4,21,0,587,Not Useful
4,121,0,600,Not Useful
5,28,0,783,Not Useful
5,25,0,884,Not Useful
5,49,0,863,Not Useful
2,70,0,656,Not Useful
5,41,0,882,Not Useful
1,112,0,886,Slightly Useful
5,27,0,772,Not Useful
5,158,6,205,Not Useful
4,439,17,197,Slightly Useful
4,289,3,215,Not Useful
5,350,4,529,Slightly Useful
1,51,5,424,Slightly Useful
3,131,0,176,Not Useful
5,47,0,221,Not Useful
4,224,5,869,Slightly Useful
4,88,2,605,Not Useful
5,200,5,676,Not Useful
5,17,0,204,Not Useful
5,16,4,768,Slightly Useful
4,38,0,387,Not Useful
4,215,10,1180,Slightly Useful
5,68,0,934,Not Useful
1,536,0,567,Not Useful
5,18,0,675,Not Useful
3,61,2,496,Not Useful
4,89,4,935,Not Useful
3,475,0,792,Not Useful
5,43,0,578,Not Useful
5,103,0,502,Not Useful
4,71,0,781,Not Useful
5,18,8,1004,Not Useful
5,140,0,835,Not Useful
5,191,0,1400,Moderately Useful
4,67,3,1133,Not Useful
4,170,1,1239,Not Useful
4,290,3,1377,Not Useful
5,41,0,847,Not Useful
5,14,4,951,Not Useful
1,65,0,788,Not Useful
4,24,1,1083,Not Useful
5,220,4,1588,Slightly Useful
5,19,0,1091,Not Useful
5,148,0,1068,Not Useful
4,731,2,1627,Slightly Useful
5,91,0,1204,Not Useful
4,53,0,1158,Not Useful
5,29,0,798,Not Useful
5,22,0,789,Not Useful
5,82,0,582,Not Useful
4,34,14,942,Not Useful
5,59,0,1281,Slightly Useful
5,27,0,921,Not Useful
5,71,1,1379,Slightly Useful
5,73,0,852,Not Useful
4,156,0,873,Not Useful
5,326,8,2320,Moderately Useful
5,477,3,2439,Moderately Useful
5,412,6,2402,Moderately Useful
5,19,0,1047,Not Useful
5,134,0,1666,Slightly Useful
5,279,7,2262,Not Useful
5,22,0,786,Not Useful
1,60,0,1289,Not Useful
5,203,0,2623,Moderately Useful
4,85,0,1119,Not Useful
5,234,0,1906,Slightly Useful
5,415,0,1148,Not Useful
1,81,0,951,Not Useful
5,145,0,1620,Not Useful
4,60,0,1267,Not Useful
5,360,0,2241,Moderately Useful
3,81,0,2011,Slightly Useful
5,52,0,2133,Not Useful
1,70,0,930,Not Useful
5,171,0,2410,Moderately Useful
5,106,0,1586,Slightly Useful
5,98,0,1176,Not Useful
5,25,0,1837,Slightly Useful
5,119,0,2743,Slightly Useful
2,105,0,1860,Slightly Useful
5,69,1,1947,Not Useful
2,108,0,1662,Not Useful
5,32,0,2037,Not Useful
5,36,0,2234,Slightly Useful
4,56,0,2003,Not Useful
2,31,0,1916,Not Useful
2,128,0,2055,Not Useful
5,23,0,2059,Not Useful
4,127,0,2247,Not Useful
5,46,0,1177,Not Useful
5,36,0,1985,Not Useful
5,30,0,2501,Not Useful
5,82,0,2084,Not Useful
5,19,0,143,Not Useful
4,139,3,394,Highly Useful
3,251,1,442,Slightly Useful
4,146,11,486,Moderately Useful
4,67,2,490,Slightly Useful
4,37,0,159,Not Useful
2,115,14,340,Slightly Useful
2,888,2,593,Not Useful
5,67,1,459,Not Useful
4,69,0,193,Not Useful
4,83,1,742,Moderately Useful
5,96,0,189,Not Useful
2,78,0,248,Not Useful
5,150,8,972,Slightly Useful
4,53,1,704,Slightly Useful
2,63,0,215,Not Useful
4,21,1,449,Not Useful
3,243,5,1080,Slightly Useful
4,115,0,604,Slightly Useful
5,66,0,340,Not Useful
4,44,0,327,Not Useful
4,112,0,399,Not Useful
3,48,0,557,Not Useful
3,62,0,425,Not Useful
5,41,0,508,Not Useful
5,29,2,731,Slightly Useful
5,30,0,503,Not Useful
3,814,2,839,Slightly Useful
1,17,0,355,Not Useful
1,129,0,532,Not Useful
5,58,0,655,Not Useful
4,70,0,712,Not Useful
4,39,0,1223,Not Useful
5,67,0,740,Not Useful
5,15,0,586,Slightly Useful
3,360,0,771,Not Useful
4,83,0,794,Not Useful
2,33,0,1078,Slightly Useful
3,92,0,1068,Not Useful
5,116,0,1283,Slightly Useful
4,111,0,1019,Not Useful
3,138,0,1218,Slightly Useful
